,Province/State,Country/Region,Lat,Long,total_cases,area,populations,peak_cases,normalized_peak,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20
51,Saskatchewan,Canada,52.9399,-106.4509,5422,Saskatchewan Canada,1168423.0,307.0,0.00026274730983556467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,1,8,4,6,26,14,6,0,23,0,39,22,0,28,9,13,14,0,29,0,11,0,11,14,4,9,2,0,4,1,2,6,2,1,4,6,5,10,8,4,12,1,17,6,26,6,12,34,20,25,19,13,9,11,4,5,4,5,8,1,1,0,7,21,2,5,3,2,2,0,3,2,2,4,1,0,0,1,1,1,1,0,4,2,2,2,3,1,1,18,1,9,15,8,10,20,5,2,4,2,13,5,1,1,6,0,10,1,0,0,9,1,2,5,2,0,0,56,5,5,42,13,5,2,19,8,60,42,27,37,42,31,9,50,38,13,15,8,17,9,8,11,22,24,12,5,29,5,27,30,25,14,1,1,4,4,5,2,3,2,-1,3,5,2,4,0,4,3,2,10,4,5,8,11,7,1,6,12,21,17,5,10,10,6,19,11,20,7,10,6,5,11,17,15,14,7,14,14,13,14,5,9,16,10,18,22,34,24,48,34,25,33,38,0,60,66,43,57,62,33,78,60,54,58,67,82,76,78,74,74,81,35,128,87,115,159,190,127,112,111,76,307,181,181,240
52,Yukon,Canada,64.2823,-135.0,24,Yukon Canada,40369.0,3.0,7.431444920607397e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,no province,Central African Republic,6.6111,20.9394,4900,no province Central African Republic,4829767.0,216.0,4.472265432266194e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,2,0,0,3,0,31,0,0,22,0,0,13,0,9,0,49,0,0,0,0,0,0,158,26,0,0,39,52,18,43,73,52,48,19,31,53,119,88,49,58,0,104,115,163,119,64,216,0,38,64,92,13,0,165,188,154,41,0,81,122,155,88,48,145,96,89,0,184,132,0,43,130,51,0,64,38,38,91,59,29,0,33,35,6,11,16,96,0,63,13,13,16,3,5,1,0,0,6,0,3,6,0,0,4,0,2,21,0,0,0,4,7,0,0,0,0,15,12,0,0,0,0,0,0,12,7,0,2,0,0,11,0,1,17,0,0,0,0,6,1,11,2,0,0,23,0,10,0,4,0,0,0,16,0,2,2,0,0,0,0,23,0,0,16,0,0,7,0,1,0,1,0,0,0,1,0,0,0,0,1,2,0,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,13,0,1,4,0,4,0,8,4,0,0
54,no province,Chad,15.4542,18.7322,1608,no province Chad,16425864.0,83.0,5.053006648539158e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,2,0,1,0,1,0,0,1,0,1,0,0,7,5,0,0,4,0,6,0,0,0,0,0,7,6,0,0,6,0,21,0,44,0,0,53,0,83,7,62,0,0,35,15,27,29,46,29,16,26,20,23,23,37,27,12,13,15,11,33,0,19,12,13,17,8,8,0,1,2,5,2,2,0,0,2,0,3,1,0,4,0,0,0,2,0,3,2,0,1,0,0,0,2,3,0,1,0,1,0,0,1,0,6,0,4,1,1,1,2,0,0,0,0,26,0,0,0,7,4,0,9,1,0,0,0,2,1,3,0,0,2,1,1,3,0,2,1,4,3,11,1,1,9,1,4,1,8,3,6,4,0,4,1,4,0,1,5,11,5,1,5,3,3,30,2,1,1,2,3,25,32,2,2,2,2,9,7,4,2,1,7,8,7,3,8,3,3,6,15,13,11,12,17,13,4,13,8,21,11,4,14,11,9,5,6,13,11,3,4,19,8,5,10,0,15,1,14,4,12,9,5,4,4,10,4,13,11,2,6,6,5
56,Anhui,China,31.8257,117.2264,992,Anhui China,63650000.0,74.0,1.1626080125687353e-06,1,8,6,24,21,10,36,46,48,37,60,43,68,72,50,61,74,68,46,51,30,29,21,24,16,12,11,9,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57,Beijing,China,40.1824,116.4142,947,Beijing China,21540000.0,44.0,2.042711234911792e-06,14,8,14,5,27,12,11,20,3,25,29,23,21,16,25,21,23,18,11,11,5,10,14,6,3,5,1,6,6,2,1,3,0,0,1,0,10,0,1,2,1,0,4,0,4,4,2,0,1,6,0,1,1,5,10,4,13,11,11,13,18,15,21,3,5,3,4,4,0,3,0,2,2,1,1,1,0,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,36,27,31,21,25,0,44,9,13,7,13,11,17,14,7,7,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
58,Chongqing,China,30.0572,107.874,589,Chongqing China,30480000.0,53.0,1.7388451443569554e-06,6,3,18,30,18,35,22,15,35,29,36,53,37,29,23,22,15,2,40,18,19,13,11,8,7,7,2,2,5,7,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Fujian,China,26.0789,117.9874,461,Fujian China,38560000.0,24.0,6.224066390041494e-07,1,4,5,8,17,24,21,4,17,19,24,15,20,15,11,10,9,15,11,11,6,5,7,2,4,2,3,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,5,4,6,3,6,1,2,3,2,0,4,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,3,0,0,0,1,2,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0,2,0,2,0,1,1,1,1,0,0,0,0,1,4,2,1,5,0,2,0,0,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,7,2,0,1,1,0,1,4,0,1,0,4,2,1,2,9,1,0,3,0,1,0,1,0,0,0,0
60,Gansu,China,35.7518,104.2861,181,Gansu China,26257100.0,17.0,6.474439294514627e-07,0,2,0,2,3,7,5,5,2,3,11,11,4,2,5,0,5,12,4,0,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,1,4,0,1,2,0,0,2,4,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,7,0,3,0,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61,Guangdong,China,23.3417,113.4244,1972,Guangdong China,113460000.0,99.0,8.725542041248016e-07,26,6,21,25,33,40,56,70,77,82,99,97,93,88,82,75,64,61,36,28,18,42,22,20,33,22,6,6,3,1,1,6,3,3,2,0,0,1,1,0,1,0,0,1,1,0,0,0,1,3,0,0,0,4,1,3,6,8,17,5,13,2,13,5,15,8,11,8,9,10,7,6,7,2,8,8,1,3,3,5,4,4,3,9,2,5,6,2,1,1,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,1,1,1,0,3,1,0,2,0,3,0,1,17,0,3,0,0,3,0,3,0,0,0,1,0,2,0,0,4,0,1,0,1,0,0,0,2,2,0,0,1,2,0,0,0,4,3,2,0,0,2,1,5,2,3,0,0,2,1,3,2,2,1,4,0,0,0,1,5,3,3,0,8,0,2,3,8,1,4,0,0,0,2,0,3,4,0,1,2,1,1,1,2,3,13,2,3,4,2,0,1,4,2,1,1,4,1,1,3,6,4,3,3,4,0,2,3,2,5,0,8,0,4,3,6,1,5,2,0,3,1,6,3,2,6,4,2,2,4,3,5,3,3,0,9,3,1,1,2,3,2,3,3,5,8,3,0,3,2,2,4,6,0,1,0,7,3,2,3,1
62,Guangxi,China,23.8298,108.7881,260,Guangxi China,48380000.0,20.0,4.133939644481191e-07,2,3,18,0,13,10,5,7,20,9,13,11,16,12,11,18,4,11,12,15,5,7,0,4,9,2,1,4,2,1,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Guizhou,China,26.8154,106.8748,147,Guizhou China,36000000.0,18.0,5e-07,1,2,0,1,1,2,2,0,3,17,0,9,8,12,6,7,10,8,10,10,18,6,2,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Hainan,China,19.1959,109.7453,171,Hainan China,9257600.0,19.0,2.052367784306948e-06,4,1,3,11,3,11,7,3,3,6,10,2,8,8,19,7,11,7,7,7,6,13,0,2,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Hebei,China,39.549,116.1306,373,Hebei China,74700000.0,23.0,3.0789825970548864e-07,1,0,1,6,5,5,15,15,17,17,14,8,9,13,9,22,15,23,11,12,21,12,14,18,8,9,1,5,0,1,1,1,2,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,2,0,4,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,5,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Heilongjiang,China,47.862,127.7615,949,Heilongjiang China,38312000.0,79.0,2.062017122572562e-06,0,2,2,5,6,6,12,5,6,15,21,15,26,34,35,37,50,18,12,24,29,18,17,24,6,20,12,7,6,6,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,13,20,20,25,40,29,23,23,56,79,22,20,11,20,6,7,8,8,7,2,5,1,3,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Henan,China,37.8957,114.9042,1288,Henan China,95590000.0,109.0,1.1402866408620148e-06,5,0,4,23,51,45,40,38,72,74,70,71,73,109,89,87,63,67,52,40,32,30,34,15,28,19,15,11,5,3,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0
68,Hong Kong,China,22.3,114.2,5470,Hong Kong China,7511768.0,173.0,2.3030530229368107e-05,0,2,0,3,3,0,0,2,0,2,1,2,0,2,4,3,1,1,3,9,11,1,3,3,0,1,3,2,1,5,0,1,5,5,5,7,1,2,1,1,4,0,5,0,2,1,6,1,5,6,3,5,6,5,10,7,19,27,48,17,44,39,30,24,43,66,42,80,41,32,51,37,43,17,28,24,21,25,13,16,11,4,5,3,5,0,4,3,1,0,4,4,2,0,2,0,0,0,0,0,2,0,0,1,0,0,4,0,0,3,0,0,3,1,1,0,3,0,0,0,0,10,0,0,0,0,1,0,13,3,2,3,6,0,6,3,3,1,1,0,0,0,1,1,0,3,0,8,4,0,4,3,30,16,2,14,3,1,2,4,2,28,9,5,11,10,17,14,24,42,0,66,38,0,100,19,67,58,0,64,108,73,173,118,123,133,128,145,106,118,149,121,124,115,78,80,85,95,89,69,72,69,33,62,69,48,46,74,44,36,26,18,27,26,25,9,19,24,21,13,18,15,9,12,8,8,12,7,21,11,6,6,12,12,13,19,14,4,9,9,3,13,23,6,8,3,7,2,1,6,10,4,8,10,7,4,5,11,8,11,18,8,6,7,11,8,0,12,7,17,4,15,5,8,11,4,5,6,8,5,2,3,7,3,7,6,9,3,7,6,3,10,6,9,18,23,6,8,14,8,4
70,Hunan,China,27.6104,111.7088,1020,Hunan China,67370000.0,78.0,1.1577853644055217e-06,4,5,15,19,26,31,43,78,56,55,57,74,58,72,68,50,61,31,35,41,33,34,22,20,13,3,2,1,1,2,1,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
